グリップが柔らかい,グリップ,柔らかい
持ちやすい,持つ
疲れない,疲れる
グリップが太い,グリップ,太い
力が入る,力,入る
グリップが細い,グリップ,細い
持ち運びやすい,持ち運ぶ
軽い,軽い
便利,便利
書きやすい,書く
うれしい,嬉しい
キャップを押す手間が省ける,キャップ,押す,手間,省く
振ると芯が出る,振る,芯,出る
きれいな字が書ける,字,書く
芯が細い,芯,細い
長時間使用できる,時間,使用,出来る
小さい字が書ける,小さい,字,書く
勉強しやすい,勉強,為る
芯の入れ替えが少ない,芯,入れ替え,少ない
芯が回転する,芯,回転,為る
芯が折れにくい,芯,折れる
消しゴムがついてる,消す,ゴム,付く
壊れない,壊れる
持ってて楽しい,持つ,楽しい
かっこいいデザイン,かっこ,良い,デザイン
珍しい色,珍しい,色
経済的,経済
長く使える,長い,使う
色がかっこいい,色,かっこ,良い
安い,安い
