word,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,sen9
電気,電気自動車
自動,電気自動車
排気,排気ガスが出ない
ガス,排気ガスが出ない
出る,排気ガスが出ない
環境,環境に良い
良い,環境に良い,燃費が良い
騒音,騒音が少ない
少ない,騒音が少ない,振動が少ない
振動,振動が少ない
周り,周りに迷惑をかけない
迷惑,周りに迷惑をかけない
掛ける,周りに迷惑をかけない
乗る,乗りやすい
ハイブリッド,ハイブリッド車
燃費,燃費が良い
補助,補助金
経済,経済的
燃料,燃料費が安い
安い,燃料費が安い,値段が安い
コンパクト,コンパクト車
小回り,小回りがきく
聞く,小回りがきく
値段,値段が安い
