weight,sentence,a,b,c,d,e,f,g,h,i,j
1,電気自動車,電気,自動
1,排気ガスが出ない,排気,ガス,出る
1,環境に良い,環境,良い
1,騒音が少ない,騒音,少ない
1,振動が少ない,振動,少ない
1,周りに迷惑をかけない,周り,迷惑,掛ける
1,乗りやすい,乗る
1,ハイブリッド車,ハイブリッド
1,燃費が良い,燃費,良い
1,補助金,補助
1,経済的,経済
1,燃料費が安い,燃料,安い
1,コンパクト車,コンパクト
1,小回りがきく,小回り,聞く
1,値段が安い,値段,安い
